""	peer1	peer2	peer3	peer4	peer5	peer6	peer7	peer8	peer9	peer10	peer11	peer12	peer13	peer14	peer15	peer16	peer17	peer18	peer19	peer20	peer21	peer22
Fam63_Clone2_Pass34	1	-0.269238770008087	0.130392268300056	-0.419158458709717	-0.498001009225845	1.19956839084625	0.841793417930603	-1.81763315200806	-0.104184046387672	0.769952595233917	-0.104580774903297	0.440358221530914	1.08600175380707	0.280970603227615	-0.76731151342392	-0.0191535577178001	2.18027305603027	-1.37135326862335	0.789299309253693	0.394556820392609	0.690162062644959	-0.359498858451843
Fam10_Clone2_Pass21	1	0.511245012283325	0.297392547130585	-0.232258185744286	-0.979835212230682	-1.2097795009613	1.00994741916657	0.907205998897552	-0.928285956382751	0.446968108415604	-0.062153622508049	-0.198807835578918	-0.435051113367081	-2.04170417785645	-0.037611473351717	-0.481130927801132	-0.298542201519012	0.491813510656357	0.608452022075653	-0.157936677336693	0.527264297008514	0.289620190858841
Fam1_Clone3_Pass32	1	0.447875082492828	0.451377242803574	0.403498739004135	0.373313754796982	0.691150188446045	-0.810456335544586	-0.0827451795339584	0.688492357730866	-1.92211544513702	1.16199493408203	0.348947763442993	1.04701626300812	1.53793442249298	-0.745863258838654	-2.04831671714783	0.695007085800171	-0.326909929513931	0.964884877204895	-0.251421570777893	-0.770132541656494	0.18974144756794
Fam1_Clone6_Pass20	1	0.157791182398796	-0.57723081111908	-0.0509960129857063	-0.65972638130188	0.152241393923759	-0.0263043232262135	0.0481958389282227	2.41484212875366	-0.633539259433746	-0.758293628692627	-0.406676024198532	-1.68250370025635	-0.355246752500534	0.0762351080775261	0.176179587841034	0.329656064510345	1.36364722251892	-0.774428427219391	-1.07241344451904	0.276333600282669	0.315170049667358
Fam1_Clone4_Pass21	1	0.302487820386887	0.192680850625038	0.5862917304039	0.0727083310484886	0.130549594759941	-0.630385935306549	-1.80020916461945	0.0199348349124193	-0.778542459011078	0.8654505610466	0.103892229497433	-0.0628993436694145	-0.505166053771973	0.966659605503082	0.0137666407972574	1.25825977325439	0.259629160165787	-1.34994208812714	-0.191969826817513	1.11353814601898	0.463703572750092
Fam9_Clone1_Pass21	1	0.244561925530434	-0.131651610136032	-0.623793184757233	-1.36711776256561	0.997176766395569	-0.277332782745361	0.829495370388031	2.53775596618652	-0.455554634332657	0.5173060297966	1.5688568353653	-0.381538838148117	0.0492181405425072	-0.0620982423424721	1.37860119342804	0.485441595315933	-0.687351286411285	0.245524406433105	0.315082371234894	0.546065390110016	-0.36116898059845
Fam10_Clone6_Pass20	1	0.0800613164901733	0.0717947408556938	0.106137476861477	-0.515653669834137	-0.29601064324379	0.393860995769501	-0.162613287568092	0.32361975312233	-0.961107909679413	-1.0719667673111	-0.706844031810761	-0.785336434841156	-0.0633834898471832	0.29981917142868	1.05268943309784	0.823298990726471	0.276728898286819	-0.465229243040085	0.34482416510582	-0.78007310628891	-0.158066913485527
Fam7_Clone2_Pass25	1	-0.141388922929764	-0.45390847325325	1.06492376327515	-0.0726840868592262	0.502326190471649	-0.670809686183929	1.18903851509094	0.403022348880768	0.289888262748718	0.179841667413712	-1.69784617424011	2.20970249176025	-0.523060262203217	0.805646121501923	-0.706930756568909	1.21807944774628	-0.387603759765625	-0.249598816037178	-0.484032690525055	-0.147745952010155	0.796812891960144
Fam78_Clone6_Pass19	1	0.186458185315132	-0.2415971159935	0.212867200374603	1.48582231998444	-0.611409485340118	0.451657623052597	-1.11968421936035	0.484338194131851	-0.185144379734993	-0.714486181735992	0.445377886295319	-1.63601422309876	0.73997288942337	-1.22257852554321	-0.470684081315994	-0.382841497659683	-0.0112235508859158	0.0370805710554123	-1.4088282585144	0.631071150302887	-0.110123857855797
Fam43_Clone5_Pass22	1	-0.143527328968048	0.322313368320465	0.536067306995392	0.176998972892761	-0.100927710533142	-0.356416165828705	0.354860693216324	0.855134546756744	0.41453805565834	-0.341420859098434	0.747786462306976	0.797568202018738	-0.70632928609848	-0.212677821516991	-0.0307010095566511	0.864316463470459	-0.0347823314368725	0.152944892644882	-0.118082985281944	-0.528227686882019	-0.497048795223236
Fam113_Clone4_Pass20	1	0.215581595897675	0.0168126970529556	0.281101077795029	0.554817736148834	-0.522608995437622	-0.121239960193634	0.477399349212647	0.210798442363739	-1.78300964832306	-2.05564999580383	-0.777480244636536	-0.599934279918671	0.415415495634079	0.195284977555275	-1.30824089050293	0.576461851596832	-1.04664659500122	0.890933215618134	-0.403012812137604	1.01138520240784	-0.171828970313072
Fam10_Clone3_Pass21	1	0.228394016623497	0.595337569713593	1.24225854873657	-1.50624692440033	-0.979954481124878	0.965780317783356	-0.0251332800835371	0.733806252479553	-0.0575658455491066	0.603560924530029	-0.483659267425537	0.621274054050446	0.356931686401367	1.75376653671265	-0.0944838896393776	-0.768208026885986	0.331270575523376	-1.10390257835388	-0.150754243135452	0.196506813168526	-0.390268892049789
Fam3_Clone11_Pass27	1	-0.278434365987778	-0.182070836424828	-0.830202996730804	-0.722379565238953	-0.871629238128662	0.0447019338607788	-0.943723142147064	0.677972733974457	-0.522322058677673	-1.19077301025391	0.113711208105087	0.882627248764038	-0.193793803453445	-1.14346790313721	0.0184813663363457	0.361390978097916	-0.275780022144318	-0.772773683071137	-1.05069172382355	0.365223079919815	-0.0766048207879067
Fam64_Clone6_Pass20	1	-0.229491695761681	0.288081556558609	-0.159086644649506	0.529892683029175	0.34824401140213	-0.555954039096832	-0.253411710262299	0.147455483675003	1.45406365394592	0.0482911430299282	0.813105404376984	0.924240112304688	-0.856309294700623	-1.15734052658081	-0.0593953989446163	0.390052944421768	1.57863664627075	0.717040181159973	0.0835980474948883	0.0447017140686512	-0.00091682153288275
Fam99_Clone4_Pass20	1	0.007661163341254	-0.421412616968155	0.402432233095169	0.727560460567474	0.618196666240692	-1.1997789144516	0.562006652355194	0.0715449750423431	-0.343450427055359	0.960687339305878	-0.321511447429657	0.141620278358459	-0.763374388217926	-1.04982364177704	0.118523262441158	0.737177908420563	-0.761849582195282	-1.23851549625397	0.876146852970123	-0.21132618188858	0.45243376493454
Fam17_Clone2_Pass23	1	-0.124877624213696	0.287493020296097	-0.289674013853073	-0.441508412361145	-0.723407626152039	-0.4134281873703	-0.54319030046463	0.161030024290085	-1.54001152515411	0.698529064655304	1.29272210597992	0.115276627242565	0.0535551756620407	-1.1101758480072	0.00454070884734392	0.771536529064179	-0.329908281564713	-0.26456955075264	1.17052805423737	0.424086213111877	0.129599496722221
