""	peer1	peer2	peer3	peer4	peer5	peer6	peer7	peer8	peer9	peer10	peer11	peer12	peer13	peer14	peer15	peer16	peer17	peer18	peer19	peer20
X83bc916c.875f.4c16.bc6f.55c1b3be0aac	1	-0.0154124870896339	-0.0627395510673523	-0.00166403548792005	-0.00084224680904299	-0.0055495179258287	0.00655237585306168	0.850616335868835	0.606359779834747	-0.555880188941956	-0.24616739153862	-0.40726962685585	0.854989409446716	1.11415326595306	-0.533990979194641	0.0918413326144218	0.838763117790222	-0.71245276927948	0.0890532359480858	1.88871037960053
X0bfbce6d.ffff.49dd.b797.53d55a0f0bf1	1	-0.0179764423519373	-0.0173405539244413	0.00198001018725336	0.00228807935491204	-0.00237440294586122	0.0290260463953018	0.374202340841293	0.184593766927719	-0.536608278751373	0.930704295635223	-0.734151124954224	1.64445328712463	1.26235854625702	-0.777562022209168	-0.401313483715057	0.467542797327042	-0.186589494347572	0.301344513893127	-0.826200544834137
X3ab1aa33.fcdd.4b2c.a99c.ee5b46730c7a	1	-0.0210850667208433	0.0225820820778608	-0.00140994018875062	-0.00237091863527894	-0.00603356910869479	0.0206995960325003	-1.08609819412231	1.01985788345337	-0.880291402339935	0.0753995105624199	-0.329659819602966	0.590136051177979	1.44747066497803	-1.13118100166321	-0.253468185663223	-1.5456395149231	1.12599551677704	0.235974252223969	-1.71088218688965
X1cbae723.635f.4b67.a5d2.f9073fbc0228	1	-0.0232221372425556	0.207168400287628	0.00918661803007126	0.00164866668637842	0.00544064352288842	0.0362360179424286	0.0213248357176781	-0.784471929073334	-1.39373004436493	1.47133612632751	-0.644778728485107	0.0421687848865986	1.5939199924469	-1.02562177181244	1.43821275234222	-2.23335456848145	0.521096050739288	1.6218649148941	4.24640035629272
X8d8e3a3d.737d.4bcf.b98f.87c460d03407	1	-0.0236212611198425	0.0864521190524101	0.00283836992457509	-0.0110146207734942	0.000744395423680544	0.0168434716761112	0.490269839763641	0.898247539997101	-0.765761911869049	-0.696090281009674	-0.298082500696182	-4.22407627105713	-2.24944949150085	1.03051102161407	1.47152066230774	-0.126643836498261	0.985348641872406	-0.648808181285858	-0.387139052152634
X96dbf8f2.55d0.4b44.b73d.e6cb664007da	1	-0.0171766392886639	0.0350893959403038	0.00309017696417868	0.00291210738942027	-0.00152550521306694	0.000549933698493987	1.32853245735168	1.21434307098389	6.37598568573594e-05	0.0615255497395992	0.197695225477219	0.490873724222183	-1.00447022914886	-1.71561694145203	0.967727899551392	-0.277624696493149	-0.10637553781271	1.2641282081604	-0.506662964820862
f3264d5d.c2fd.42ed.9518.7858039f5a28	1	-0.0193612854927778	0.16785341501236	0.0068504000082612	-0.000117618059448432	0.00181751395575702	0.0184215512126684	-0.483491688966751	0.61053591966629	-0.135033398866653	-0.342447310686111	-1.56560301780701	0.388522058725357	1.09451401233673	1.10874700546265	-0.573491454124451	0.0967805236577988	-0.294311493635178	0.465048551559448	-1.02002882957459
X134a17cc.8c4f.4303.8df9.ddff918187ce	1	-0.0196665953844786	0.0520195588469505	0.00140568998176605	-0.00136658793780953	-0.00414918828755617	0.00438454048708081	-0.108249112963676	0.00131711002904922	0.556509375572205	0.799302220344544	-0.625294387340546	-0.948531627655029	-0.951536953449249	-0.695793569087982	0.527911305427551	0.756393790245056	0.483852088451386	1.07931518554688	1.02043151855469
X9ee34cc8.f301.4f86.a290.818834e6a225	1	-0.0167834796011448	0.0508703142404556	-0.000579088227823377	0.000959795957896858	-0.00611754693090916	0.0115043139085174	-0.197199150919914	-0.218923941254616	-0.318435460329056	0.668562233448029	-0.457992941141129	0.638543963432312	0.163060277700424	-0.278281569480896	-0.121677793562412	0.170931771397591	-0.0863948836922646	-0.243908822536469	-0.438915759325027
X84625329.4871.4e09.83cf.0dd071761812	1	-0.0180746130645275	0.0822327062487602	0.00543944630771875	-0.000397526397136971	0.000154362380271778	-0.0033195570576936	0.209790915250778	-0.717074692249298	1.29901790618896	1.04152023792267	-0.509905278682709	-0.671632349491119	0.376539796590805	1.20358645915985	1.16223454475403	0.532179415225983	-0.46381750702858	1.47127950191498	0.0407982617616653
