	Subject_UUID	Sex	GPC1	GPC2	GPC3	GPC4	GPC5	RNA_UUID	Passage	peer1	peer2	peer3	peer4	peer5	peer6	peer7	peer8	peer9	peer10	peer11	peer12	peer13	peer14	peer15	peer16	peer17	peer18	peer19	peer20	peer21	peer22
1	5eefb852-e78f-4acb-b19e-5220cf41693a	0.753770073566395	0.0278238003190324	0.443906598827505	0.813672180332084	1.17043982237203	-0.542306165161403	916e1337-ed54-4ffc-825c-f0fdd87a350e	-0.892569886770641	-1.17949143322279	0.258915615649776	-0.187414200259735	-0.204276451850924	0.244960560189813	-0.00605242031610616	1.62676414879981	-0.393513122850119	-3.14612002717891	0.25980042948572	-0.455050647104735	-0.170852943746744	-0.639917467862573	0.139929410028091	0.073269582275569	-0.519471450781126	-0.593200248519572	-0.63063718149577	-0.228649525786262	1.44014219017169	1.06384331472684	0.249540587971096
2	3b6632a5-1006-45f8-9865-d38221294831	0.753770073566395	2.6730959295093	0.177722672515402	0.121490707862265	0.815504005377012	-0.060544880541802	7e83acd4-1111-47ee-9163-db0bfb03b6a5	-0.436698870615707	-1.39390108658741	-0.232669160867868	0.925633560256658	-0.71646057471224	0.231065442663042	0.390201677495326	1.56797586012349	1.18287736392265	0.440037057974383	-0.819707652993864	0.577387468598151	0.881724321349192	0.128245881797439	-0.644517924484106	0.151760851746129	2.08974344112405	-1.35917248396836	-0.496862541903243	-0.604465525698491	-1.2268130125997	0.428625120940766	0.117268368402285
3	4dea55b7-22ec-4274-9813-81eaa4f382e0	-1.31426576929525	5.42575601672025	-0.290283814708149	-0.528251168044732	1.49727547639471	0.226355308567999	afc705c1-51ba-4fd8-bb9a-880d5e7f5e9b	-0.892569886770641	0.664351709693005	-1.09313906322052	-0.518866441636852	1.63891833079284	-0.549034345850651	-0.608671083836092	0.00734978938926438	-0.0625360993210488	1.2892323564542	-0.182407906599075	0.646685732112346	-1.22982795731733	-0.35571106312658	0.247552575981241	0.135813225360709	0.105931977924758	-0.418825113908576	-0.653168033059634	0.426044195214938	-0.870155778741368	-0.776996174563735	-0.872651218432887
4	a140d6d1-9fbf-4645-a083-b870bf2f0f67	0.753770073566395	-0.166139826829021	0.599386608749675	0.649094525350248	0.467259783536046	-0.46428080804262	0af70769-a98d-429a-bba3-06c0b02f6311	-0.664634378693174	-0.552284362561737	2.20250078565192	-0.0356649524218008	0.475914126431552	1.33031675430372	-0.00416894274376503	1.76946238053974	-1.40344051369531	1.42047687217708	1.44248222158999	1.25320822058902	0.478140952664841	-0.492304943214836	-0.832122029217438	-1.29457379588929	0.259706926568464	-0.751770229447386	1.365292396607	-1.36214827113852	-0.525591653557273	1.72844541085662	0.36030126877372
5	b846beb8-f53c-4b69-bd2e-901dc53ce8bb	-1.31426576929525	-0.276492432158953	0.62924492719683	0.597459462032945	0.313165579106022	-0.64977060963258	07493f27-f1b4-4ad6-a3fd-a4419ad496f0	2.07059171823643	-2.14682710733636	-1.26157239421845	0.41901161169676	-0.821725911139226	0.907629020611527	-0.00893558252903841	0.656255785652041	-0.0230569082492127	1.55628715378999	-1.59776779509509	-2.05701215611664	-0.731884113980291	-0.47423453042731	0.824325246546027	0.757852668277828	0.383968644151986	3.50663243944955	0.0598418661575694	-0.806981599579619	0.0939140442697978	1.23638498817051	1.21495582113822
6	6740411e-0edd-4097-9880-dbcdceb087ea	0.753770073566395	-0.0431883004032073	0.368019931613559	0.994812275433661	1.98879695800198	-0.705608234184336	3405645b-17d6-4433-b2ad-9b0b08e5e3ea	-0.436698870615707	-1.74553530029713	-1.13885206753522	0.49759460342819	-0.541103667519084	0.109402889164205	0.286841248585562	1.7065476537621	1.04385603616054	0.251295398449467	-0.466187070135795	1.15139951106253	1.29087124104403	0.656442867503646	0.373315186878914	0.151826898114059	0.86642326228224	0.186130363409735	-1.3205840713177	0.0965102977809799	0.8911851706532	0.352540339289092	0.894957790884907
7	f8d3cea0-5f3f-4298-b4a9-145571ba840e	0.753770073566395	-0.344317454026898	-0.0363719896946711	0.570575309230583	-0.225160775182178	0.889117279104241	cfef095f-4787-4566-aefa-6c008e03dfe3	-0.436698870615707	-2.4291504879634	-0.629217163170967	0.481765049012367	1.85934027121458	-0.977591001891755	-0.263900352313988	-1.29533211003394	0.543745206579069	-0.00578003581657903	0.576144776498576	1.37334268275758	-0.0169032417816639	1.27887342973407	-1.20416588999289	0.205288618689413	0.129952024175425	1.15010343209158	0.645097798996507	-0.00578991884650046	0.415808933495577	1.33839504987672	1.57885711658243
8	639f158b-0cf7-47a2-bbd7-7599437df15c	0.753770073566395	-0.271662015770413	-0.699763535192985	0.415617119470291	0.149145130474596	0.921975361153284	c5b63119-a36b-4b3e-ae4a-1e39b8cd17c3	-0.664634378693174	-0.428709550040174	-0.23780326348243	0.417769979901666	0.469819321303791	-0.0828513595496517	-0.0112686355570436	0.594546509561611	-0.268306351069295	1.03934496715806	1.03057051439314	-0.438920121241318	0.956015813144141	-0.398984759444861	-0.171228773743084	-0.52109669677059	0.519088516469887	-1.65101354758867	-0.0226427613126764	1.2413960569681	0.574565486446961	0.859682675966762	0.465885467502911
9	49e6ade9-4681-4533-9665-39362a71f43a	-1.31426576929525	-0.302985025135272	0.72177975854724	0.554609116955153	-0.450028616856233	0.486773069230893	4c2569ca-2335-45c3-8ec7-d63413c38519	-0.436698870615707	-1.35565103394328	-1.54812346874643	2.39984076998436	1.13937865639188	-0.507954972028134	0.259962723204124	0.532870494150503	-0.817724339455153	0.0868556231480716	-1.37169547199392	-0.272368935423873	1.00070057988377	0.683183036055178	-0.304787659788049	0.955601214700444	0.145206036915938	-0.346356087116697	1.02728225908383	-1.24547319461693	-0.646583993271581	0.00189329578796586	0.431854099393011
10	35bdd022-52cd-43e0-a658-3ea802787462	0.753770073566395	-0.178522956127476	0.68035060173281	0.446979756081032	-0.529102856541077	0.4841142120725	bef00d67-00f1-4c79-b6b1-4688632215c6	0.0191721455392263	0.956609306239918	1.22755173346314	0.48974842733841	-1.7311314500087	-0.124026744687101	-0.23721799348117	0.308163076666434	1.2511836179383	0.671916389800575	1.31114647489493	-0.129809434620972	1.06966210015588	0.415830329588132	0.700849545095239	0.335404394507116	-0.900643836287759	1.10350329348072	-0.0292371725438818	-0.44712415903859	0.702871557967594	0.669219657396987	0.620870419645165
11	92516175-d525-442e-bd5a-816a1962d37d	-1.31426576929525	-0.110050558867252	0.664021193474232	0.209064941244194	-0.426740353495235	-1.23424897119409	2de07ae9-4fe8-4a30-8b28-548b58886353	0.702978669771627	0.582502720231495	-0.138899183143525	-1.33873329412733	-0.455995068775157	-0.667875441092175	-0.328929236678534	-0.774950673885208	-0.831137035541568	-0.0956541654145669	0.0811230920950906	-0.901209620868091	-0.93663856191382	1.54398867354286	-1.00761175798867	-0.213327433102444	-0.477603077759592	0.488279748650671	0.427530438646969	0.422384595623591	0.816922716379291	1.23492813231996	1.31676104941121
12	11c5e9cc-f702-4c47-91fd-201346ab5a3c	0.753770073566395	-0.227042911810296	0.674612995930856	0.449139498272646	-0.318268461879364	0.66527626479347	521f88c8-2f51-4821-9f6c-c3c31bc6b40e	-0.436698870615707	-1.31164782466671	0.321464982342653	1.14602754096738	0.196107053229538	-1.12855968797067	0.906751762906932	1.51905375198489	0.605382689685358	0.35650823542278	-0.821248054301847	1.23908053527478	-0.0711199275718568	-0.274744396311045	-0.360927972398225	0.999076438402773	-0.468609488134162	-0.558600696421999	-0.910671718817401	-0.167129729860789	0.838615688625936	0.844128435308466	0.484341110269137
13	7ecf080d-4d17-4023-b024-85a5942d55fe	0.753770073566395	0.279159826655088	0.484643600021382	-1.04927134933536	-0.0906786153968798	-3.8233700073537	1110cac8-de5b-4f34-a788-b5f8840c063a	-0.436698870615707	0.20523614338081	0.282281661589293	0.0621669146427511	-1.65784957573526	1.11132906699909	0.412516727573967	-0.991552650943964	-0.208842004587872	0.177527986583533	0.609467067706067	-0.455562888600251	-0.899010565337495	-0.778614270494558	0.425492063063729	1.85045682120008	1.1921282334433	0.333961514459613	-2.04062802714009	1.19387715487594	0.064076078037044	0.321489615776453	0.52485450336593
14	5f5c5255-f41b-46eb-a9bd-7130515e3efc	0.753770073566395	-0.136426956260342	0.661953833923369	0.498667819206718	-0.47794428839156	-0.850954490204194	b7a8856f-a1eb-43d9-87dd-a4bb52f41b85	-0.664634378693174	1.3204289242895	1.28252157083101	0.185208136172688	2.77388045436118	-0.605832337318435	1.55533729239725	0.511242782778375	-0.227613005167491	0.708089949426256	-0.954889895143055	0.310824290180199	0.918152369794825	0.283268152182856	0.623416453956041	0.651530988965569	-0.508245623152306	0.567515791079054	0.235568062619041	-0.0751312326215522	1.28390447509873	-0.971120188019196	-0.353735493697782
15	a314e30d-7fb4-4f68-860f-1ac1f3bdac07	-1.31426576929525	-0.213829814060202	0.68581954186626	0.431450812224763	-0.579217989514031	0.548325531236409	e0223e6e-9ae2-44e8-802a-b7a2e8beb803	0.0191721455392263	0.604462312987154	-0.75988916135133	0.974604702956631	-0.627303630642524	-0.691830428069766	-1.05538591384314	-0.927390473591104	-1.21262382590125	1.60776975566252	1.22177389574524	0.550929332315822	-0.357672839161055	-1.52487586346004	1.78194206347561	-0.533904197663781	-0.0468224747934954	-0.285186624105622	-0.643301031902678	0.0503207868219771	0.359949326506501	1.32963528292132	1.81580033281543
16	dc7b36c7-6492-4585-a072-10894fac10a0	-1.31426576929525	-0.288161788588998	0.708592372513542	0.444952513410376	-0.489543053325252	0.383852395621417	132a05a7-b4f8-43a7-996a-a92c0f3088a6	-0.892569886770641	0.790773229877796	1.43461485648374	-0.284064338547591	0.515009342482904	-2.56805951516416	0.275428038094738	0.679751748917598	0.000473373163965356	0.431414896908878	-2.18643347880474	0.0761383653927689	-1.39082243296438	1.05445123433679	0.498464659457203	1.66391341432976	0.0812170586607049	-0.337483754817959	0.00508381523593922	-1.13231085333069	1.75532848181328	-1.0174680745013	-0.405980791955025
17	a77d48d0-a1a9-4f2c-ae14-ed6a952163bc	0.753770073566395	-0.164994470365759	0.661808116950621	0.308658206172218	-0.513663040377714	-0.0372717592783203	848e2faa-d9b8-4b20-82c3-32493c71770a	-0.892569886770641	0.596859629222511	-0.510558846354745	-0.3041324424265	0.0959226705206195	-0.893312536426664	0.548619972877012	-0.594083391803779	-1.29006547127136	0.164276390419798	-0.0618577884456263	-0.0497469969330585	-0.274605409679589	0.309919499873071	-1.52473386587607	0.480715872930097	-0.133568136316992	-0.915149224974759	0.247198515239365	-0.98697563685023	-0.282471326561991	-0.937836619983471	-0.935797166258809
18	b7af5d94-4b4a-4130-94ee-fc1f23c5824a	0.753770073566395	-0.210858527003334	-1.96981764260218	-0.714627644214566	-0.216117670318621	-0.320936409962724	f36207ce-6dfd-4716-8fcd-f9c8d71ef921	-0.664634378693174	0.136536209627826	-0.538635315182607	-0.234805405123843	0.0921252113831258	0.221601014327273	0.686918745033834	-0.466039699131889	1.05716057743225	-0.855233203540301	1.73748613906682	-1.68665778732303	-0.0239792847935523	0.263456460204957	0.228563079617178	0.377226117058002	0.4271210498005	-0.250366959932544	0.749435990091616	0.365924012732163	0.38716217129785	-0.541999289498429	0.0277847061712323
